time,modobslng,modobslat,modtlng,modtlat
1,22.6,75.62,22.6,75.62
2,22.96,75.04,22.96,74.86
3,23.44,74.1,23.44,74.1
29,20.59,68.74,20.59,68.74
31,20.62,68.41,20.62,68.41
32,20.57,68.23,20.57,68.23
34,20.12,68.43,20.12,68.43
35,19.83,68.51,19.83,68.51
36,19.42,68.42,19.42,68.42
37,19.08,68.43,19.08,68.43
39,18.62,68.68,18.62,68.68
40,18.48,68.85,18.48,68.85
42,18.14,69.13,18.14,69.13
43,18.21,69.35,18.21,69.35
45,17.99,69.73,17.99,69.73
51,17.48,70.45,17.48,70.45
52,17.13,70.53,17.13,70.53
53,16.91,70.65,16.91,70.65
56,17.21,70.98,17.21,70.98
60,17.4,71.48,17.4,71.48
63,17.59,71.75,17.59,71.75
477,23.16,80.44,23.16,80.44
482,23.08,80.46,23.08,80.46
525,28.61,74.43,27.595,74.43
526,27.7,74.42,27.7,74.42
542,27.33,74.4,23.88823529,74.4
543,23.65,74,23.65,74
547,22.76,74.83,22.76,74.83
554,22.59,75.12,21.605,73.465
555,21.44,73.27,21.44,73.27
564,21.48,73.52,21.48,73.52
565,21.7,73.8,21.7,73.8
568,22,73.72,22,73.72
569,22.24,73.62,22.24,73.62
571,22.73,73.58,22.73,73.58
572,23,73.56,23,73.56
574,23.5,73.45,23.5,73.45
575,23.77,73.38,23.77,73.38
577,24.28,73.18,24.28,73.18
578,24.51,73,24.51,73
579,24.68,72.81,24.68,72.81
580,24.84,72.62,24.84,72.62
581,24.95,72.43,24.95,72.43
582,25.06,72.16,25.06,72.16
583,25.29,71.81,25.54166667,71.81
584,25.6,71.67,26.02333333,71.67
585,26.33,71.88,26.505,71.88
586,26.87,71.94,26.98666667,71.94
587,27.44,72.04,27.46833333,72.04
588,27.95,72.07,27.95,72.07
589,28.45,72.12,28.45,72.12
590,28.93,72.18,28.93,72.18
591,29.43,72.32,29.43,72.32
592,29.89,72.43,29.89,72.43
593,30.32,72.49,30.32,72.49
594,30.71,72.48,30.71,72.48
595,31.03,72.51,31.03,72.51
596,31.41,72.6,31.41,72.6
597,31.8,72.64,31.8,72.64
598,32.19,72.62,32.288,72.62
599,32.65,72.63,32.776,72.63
600,33.14,72.64,33.264,72.64
601,33.71,72.74,33.752,72.74
602,34.24,72.82,34.24,72.82
603,34.73,72.87,34.73,72.87
604,35.22,72.91,35.22,72.91
605,35.68,72.89,35.68,72.89
606,36.17,72.88,36.17,72.88
607,36.63,72.83,36.63,72.83
608,37.11,72.8,37.11,72.8
609,37.52,72.73,37.52,72.73
610,37.89,72.64,37.89,72.64
611,38.27,72.53,38.27,72.53
612,38.7,72.5,38.7,72.5
613,39.1,72.48,39.1,72.48
614,39.49,72.48,39.49,72.48
615,39.89,72.43,39.89,72.43
616,40.27,72.51,40.27,72.51
617,40.65,72.57,40.65,72.57
618,41.01,72.6,41.01,72.6
619,41.4,72.63,41.4,72.63
620,41.78,72.65,41.78,72.65
621,42.15,72.69,42.15,72.69
623,42.66,72.81,42.66,72.81
624,42.77,72.99,42.77,72.99
627,42.83,73.36,42.83,73.36
628,42.86,73.45,42.86,73.45
631,43.17,73.73,43.17,73.73
632,43.29,73.84,43.29,73.84
1491,41.61,74.47,41.61,74.47
1494,41.89,74.43,42.2475,74.43
1495,42.46,74.3,42.46,74.3
1497,42.69,73.99,42.69,73.99
1498,42.77,73.91,42.77,73.91
1504,43.01,73.5,43.01,73.5
1505,43.09,73.52,43.09,73.52
1523,43.28,73.1,43.28,73.1
1524,43.41,73.01,43.41,73.01
1527,43.85,72.87,43.85,72.87
1528,44.02,72.7,44.02,72.7
1529,44.18,72.35,44.18,72.35
1530,44.14,72.01,44.14,72.01
1531,44.05,71.72,44.05,71.72
1532,44,71.39,44,71.39
1533,43.97,71.08,43.97,71.08
1534,43.94,70.76,43.94,70.76
1535,43.91,70.45,43.91,70.45
1536,43.93,70.11,43.93,70.11
1537,43.98,69.81,43.98,69.81
1538,44.05,69.46,44.05,69.46
1539,44.07,69.13,44.07,69.13
1540,44.12,68.79,44.12,68.79
1541,44.19,68.45,44.19,68.45
1542,44.22,68.11,44.22,68.11
1543,44.19,67.75,44.19,67.75
1544,44.12,67.39,44.12,67.39
1545,44.02,66.99,44.02,66.96125
1546,43.93,66.58,43.93,66.5325
1547,43.93,66.16,43.93,66.10375
1548,43.97,65.71,43.97,65.675
1549,44.07,65.28,44.07,65.24625
1550,44.18,64.83,44.18,64.8175
1551,44.3,64.38,44.3,64.38875
1552,44.46,63.96,44.46,63.96
1553,44.65,63.57,44.65,63.57
1554,44.8,63.21,44.8,63.21
1555,44.95,62.88,44.95,62.88
1556,45.05,62.56,45.05,62.56
1557,45.17,62.24,45.17,62.24
1558,45.23,61.94,45.23,61.94
1559,45.23,61.58,45.23,61.58
1560,45.22,61.18,45.22,61.18
1561,45.29,60.78,45.29,60.78
1562,45.38,60.4,45.38,60.4
1563,45.47,60,45.47,60
1564,45.56,59.6,45.56,59.6
1565,45.66,59.2,45.66,59.2
1566,45.72,58.81,45.72,58.81
1567,45.83,58.5,45.83,58.5
1568,45.88,58.16,45.88,58.16
1569,45.98,57.8,45.98,57.8
1570,46.09,57.4,46.09,57.4
1571,46.14,57.01,46.14,57.01
1572,46.16,56.64,46.16,56.64
1573,46.1,56.29,46.1,56.29
1574,46.11,55.98,46.11,55.98
1575,46.15,55.68,46.15,55.68
1576,46.18,55.36,46.18,55.36
1577,46.23,55.07,46.23,55.07
1578,46.25,54.74,46.25,54.74
1579,46.31,54.43,46.31,54.43
1580,46.39,54.08,46.39,54.08
1581,46.41,53.76,46.41,53.76
1582,46.34,53.39,46.34,53.39
1583,46.3,52.99,46.3,52.99
1584,46.23,52.61,46.23,52.61
1585,46.1,52.23,46.1,52.23
1586,45.96,51.84,45.96,51.84
1587,45.9,51.49,45.9,51.49
1588,45.89,51.18,45.89,51.18
1589,45.94,50.85,45.94,50.85
1590,45.99,50.52,45.99,50.52
1591,46,50.17,46,50.17
1592,45.94,49.86,45.94,49.86
1593,45.88,49.52,45.88,49.52
1594,45.71,49.19,45.71,49.19
1595,45.68,48.86,45.68,48.86
1596,45.65,48.51,45.65,48.51
1597,45.55,48.16,45.55,48.16
1598,45.48,47.78,45.48,47.78
1599,45.37,47.4,45.37,47.4
1600,45.4,47.04,45.4,47.04
1601,45.39,46.7,45.39,46.7
1602,45.43,46.3,45.43,46.3
1603,45.49,45.93,45.49,45.93
1604,45.54,45.5,45.54,45.5
1605,45.59,45.11,45.59,45.08
1606,45.69,44.66,45.69,44.66
1607,45.82,44.29,45.82,44.29
1608,46.03,43.92,46.03,43.92
1609,46.28,43.63,46.28,43.63
1610,46.49,43.35,46.49,43.35
1611,46.73,42.99,46.73,42.99
1612,46.85,42.61,46.85,42.61
1613,46.94,42.22,46.94,42.22
1614,46.99,41.82,46.99,41.82
1615,47.02,41.4,47.02,41.4
1616,46.93,41.1,46.93,41.1
1617,46.83,40.86,46.83,40.86
1618,46.81,40.62,46.81,40.62
1619,46.81,40.37,46.81,40.37
1620,46.86,40.1,46.86,40.1
1621,46.94,39.74,46.94,39.74
1622,46.95,39.37,46.95,39.37
1623,46.99,39.04,46.99,39.04
1624,46.96,38.7,46.96,38.7
1625,46.87,38.34,46.87,38.34
1626,46.88,38.04,46.88,38.04
1627,46.93,37.71,46.93,37.71
1628,46.97,37.4,46.97,37.4
1629,47.03,37.15,47.03,37.15
1630,47.12,36.89,47.12,36.89
1631,47.19,36.52,47.19,36.461
1632,47.32,36.08,47.32,36.032
1633,47.52,35.69,47.52,35.603
1634,47.8,35.25,47.8,35.174
1635,47.89,34.79,47.89,34.745
1636,47.92,34.32,47.92,34.316
1637,47.97,33.9,47.97,33.887
1638,47.86,33.42,47.86,33.458
1639,47.84,33,47.84,33.029
1640,47.82,32.6,47.82,32.6
1641,47.96,32.33,47.96,32.33
1642,48.12,32.07,48.12,32.07
1643,48.17,31.73,48.17,31.73
1644,48.2,31.41,48.2,31.41
1645,48.21,31.06,48.21,31.06
1646,48.22,30.74,48.22,30.74
1651,48.22,29,48.22,28.78444444
1652,48.17,28.5,48.17,28.39333333
1653,48.11,28.15,48.11,28.00222222
1654,48.01,27.71,48.01,27.61111111
1655,47.9,27.22,47.9,27.22
1656,47.47,26.87,47.47,26.87
1657,47.32,26.45,47.32,26.45
1658,47.2,26.08,47.2,26.08
1659,47.15,25.66,47.15,25.66
1660,47.15,25.28,47.15,25.236
1661,47.15,24.73,47.15,24.812
1662,47.2,24.34,47.2,24.388
1663,47.14,23.9,47.14,23.964
1664,47.22,23.54,47.22,23.54
1665,47.36,23.27,47.36,23.27
1666,47.42,23.03,47.42,23.03
1667,47.44,22.68,47.44,22.68
1668,47.41,22.34,47.41,22.34
1669,47.31,21.98,47.31,21.98
1670,47.36,21.62,47.36,21.62
1671,47.32,21.22,47.32,21.22
1672,47.34,20.93,47.34,20.93
1673,47.35,20.66,47.35,20.66
1674,47.4,20.34,47.4,20.34
1675,47.63,19.92,47.63,19.92
1676,47.77,19.52,47.77,19.5025
1677,48.17,19.01,48.17,19.085
1678,48.31,18.61,48.31,18.6675
1679,48.33,18.25,48.33,18.25
1680,48.36,17.84,48.36,17.84
1681,48.39,17.51,48.39,17.51
1682,48.39,17.08,48.39,17.08
1683,48.35,16.74,48.35,16.74
1684,48.41,16.45,48.41,16.45
1685,48.51,16.12,48.51,16.12
1686,48.56,15.77,48.56,15.77
1687,48.62,15.43,48.62,15.43
1688,48.73,15.07,48.73,15.07
1689,48.91,14.72,48.91,14.72
1690,49.21,14.45,49.21,14.45
1691,49.35,14.13,49.35,14.13
1692,49.47,13.82,49.47,13.82
1693,49.61,13.5,49.61,13.5
1694,49.75,13.18,49.75,13.18
1695,49.84,12.86,49.84,12.86
1696,50.04,12.51,50.04,12.445
1697,50.15,12.03,50.15,12.03
1698,50.18,11.65,50.18,11.65
1699,50.2,11.33,50.2,11.33
1700,50.23,11.05,50.23,11.05
1701,50.29,10.83,50.29,10.83
1702,50.43,10.63,50.43,10.63
1703,50.5,10.39,50.5,10.39
1704,50.53,10.09,50.53,10.09
1705,50.76,9.79,50.76,9.79
1706,51.06,9.53,51.06,9.53
1707,51.38,9.25,51.38,9.25
1708,51.61,8.92,51.61,8.92
1709,51.68,8.51,51.68,8.51
1710,51.8,8.25,51.8,8.081666667
1711,51.78,7.81,51.78,7.653333333
1712,51.77,7.38,51.77,7.225
1713,51.69,6.74,51.69,6.796666667
1714,51.64,6.25,51.64,6.368333333
1715,51.69,5.78,51.69,5.94
1716,51.67,5.31,51.67,5.511666667
1717,51.58,4.85,51.58,5.083333333
1718,51.51,4.47,51.51,4.655
1719,51.51,4.09,51.51,4.226666667
1720,51.48,3.67,51.48,3.798333333
1721,51.43,3.37,51.43,3.37
1723,51.44,2.94,51.44,2.94
1724,51.5,2.74,51.5,2.74
1726,51.58,2.43,51.58,2.43
1727,51.72,2.24,51.72,2.24
1729,52.16,1.97,52.16,1.97
1730,52.41,1.97,52.41,1.97
1731,52.86,2.03,52.86,2.03
1732,53.28,2.05,53.28,2.05
1733,53.77,2.08,53.77,2.08
1734,54.27,2.17,54.27,2.17
1735,54.74,2.27,54.74,2.27
1736,55.18,2.31,55.18,2.31
1737,55.68,2.45,55.68,2.45
1738,56.07,2.6,56.07,2.6
1739,56.49,2.68,56.49,2.68
1740,56.99,2.73,56.99,2.73
1741,57.43,2.65,57.43,2.65
1742,57.74,2.63,57.74,2.63
1743,58.12,2.68,58.12,2.68
1744,58.46,2.65,58.46,2.65
1745,58.8,2.59,58.8,2.59
1746,59.12,2.5,59.12,2.5
1747,59.47,2.35,59.47,2.35
1748,59.86,2.2,59.86,2.2
1749,60.34,2.07,60.34,2.07
1750,60.77,1.86,60.81666667,1.86
1751,61.24,1.64,61.29333333,1.64
1752,61.77,1.53,61.77,1.53
1753,62.25,1.4,62.25,1.4
1754,62.75,1.26,62.75,1.26
1755,63.18,1.16,63.18,1.16
1756,63.58,1.02,63.58,1.02
1757,64.02,0.91,64.02,0.91
1758,64.51,0.86,64.51,0.86
1759,64.97,0.89,64.97,0.89
1760,65.44,1.02,65.44,1.02
1761,65.92,1.24,65.92,1.24
1762,66.36,1.32,66.36,1.32
1763,66.82,1.42,66.82,1.42
1764,67.25,1.55,67.25,1.55
1765,67.65,1.68,67.65,1.68
1766,68.09,1.86,68.135,1.86
1767,68.62,1.94,68.62,1.94
1768,69.09,1.99,69.09,1.99
1769,69.46,2.1,69.46,2.1
1770,69.79,2.21,69.79,2.21
1771,70.22,2.31,70.22,2.31
1772,70.64,2.4,70.64,2.4
1773,71.03,2.48,71.03,2.48
1774,71.42,2.58,71.42,2.58
1775,71.87,2.65,71.87,2.65
1776,72.34,2.64,72.34,2.64
1777,72.8,2.68,72.8,2.68
1778,73.27,2.59,73.27,2.59
1779,73.74,2.58,73.74,2.58
1780,74.16,2.67,74.16,2.67
1781,74.49,2.77,74.49,2.77
1782,74.86,2.84,74.86,2.84
1783,75.31,2.84,75.31,2.84
1784,75.81,2.89,75.81,2.89
1785,76.25,3.03,76.25,3.03
1786,76.66,3.19,76.66,3.19
1787,77.07,3.41,77.07,3.41
1788,77.49,3.6,77.49,3.6
1789,77.9,3.71,77.9,3.71
1790,78.23,3.67,78.23,3.67
1791,78.57,3.67,78.57,3.67
1792,78.97,3.72,78.97,3.72
1793,79.36,3.72,79.36,3.72
1794,79.8,3.78,79.8,3.78
1795,80.23,3.74,80.23,3.74
1796,80.58,3.61,80.58,3.61
1797,81.01,3.55,81.01,3.55
1798,81.43,3.37,81.5064,3.37
1799,81.92,3.38,82.0028,3.38
1800,82.45,3.42,82.4992,3.42
1801,82.93,3.34,82.9956,3.34
1802,83.48,3.39,83.492,3.39
1803,84.05,3.37,83.9884,3.37
1804,84.55,3.31,84.4848,3.31
1805,85.04,3.21,84.9812,3.21
1806,85.49,3.01,85.4776,3.01
1807,86.02,2.88,85.974,2.88
1808,86.58,2.76,86.4704,2.76
1809,87.11,2.66,86.9668,2.66
1810,87.71,2.65,87.4632,2.65
1811,88.25,2.55,87.9596,2.55
1812,88.78,2.57,88.456,2.57
1813,89.29,2.55,88.9524,2.55
1814,89.82,2.54,89.4488,2.54
1815,90.34,2.55,89.9452,2.55
1816,90.75,2.59,90.4416,2.59
1817,91.23,2.59,90.938,2.59
1818,91.74,2.62,91.4344,2.62
1819,92.21,2.64,91.9308,2.64
1820,92.68,2.71,92.4272,2.71
1821,93.1,2.56,92.9236,2.56
1822,93.42,2.43,93.42,2.43
1823,93.81,2.25,93.81,2.25
1824,94.24,2.12,94.24,2.12
1825,94.65,2,94.65,2
1826,95.01,1.85,95.01,1.85
1827,95.36,1.73,95.36,1.73
1828,95.74,1.6,95.74,1.6
1829,96.1,1.51,96.1,1.51
1830,96.44,1.45,96.44,1.45
1831,96.82,1.44,96.82,1.44
1832,97.2,1.55,97.2,1.863333333
1833,97.68,2.32,97.68,2.286666667
1834,98,2.71,98,2.71
1835,98.35,2.74,98.35,2.74
1836,98.71,2.87,98.71,2.87
1837,99.11,2.99,99.11,2.99
1838,99.47,3.05,99.47,3.05
1839,99.82,3.02,99.82,3.02
1840,100.12,3.06,100.12,3.06
1841,100.43,3.14,100.43,3.14
1842,100.7,3.2,100.7,3.2
1843,100.98,3.29,100.98,3.29
1844,101.34,3.43,101.34,3.43
1845,101.7,3.59,101.7,3.59
1846,102.09,3.69,102.09,3.69
1847,102.51,3.8,102.51,3.8
1848,102.86,3.87,102.86,3.87
1849,103.29,3.99,103.29,3.99
1850,103.58,3.96,103.58,3.96
1851,103.9,3.78,103.9,3.78
1852,104.26,3.81,104.26,3.81
1853,104.57,3.84,104.57,3.84
1854,104.84,3.9,104.84,3.9
1855,105.16,3.97,105.16,3.97
1856,105.5,4.03,105.5,4.03
1857,105.87,4.06,105.87,4.06
1858,106.27,4.16,106.27,4.16
1859,106.73,4.23,106.73,4.23
1860,107.21,4.29,107.21,4.29
1861,107.71,4.36,107.71,4.36
1862,108.21,4.37,108.2025,4.37
1863,108.74,4.44,108.695,4.44
1865,109.68,4.55,109.68,4.55
1866,110.17,4.56,110.17,4.56
1868,111.01,4.77,111.17,4.77
1869,111.54,4.78,111.67,4.78
1870,112.2,4.75,112.17,4.75
1871,112.79,4.71,112.67,4.71
1872,113.17,4.67,113.17,4.67
1873,113.64,4.58,113.64,4.58
1874,114.05,4.42,114.05,4.42
1875,114.34,4.25,114.34,4.25
1876,114.7,4.1,114.7,4.1
1877,115.08,3.8,115.08,3.8
1880,115.45,3.45,115.45,3.45
1881,115.58,3.33,115.58,3.33
1884,115.7,2.99,115.7,2.99
1885,115.68,2.88,115.68,2.88
1886,115.67,2.7,115.67,2.7
1887,115.67,2.42,115.67,2.42
1904,115.16,2.2,115.16,2.2
1905,114.93,2.12,114.93,2.12
1909,114.73,2.48,114.73,2.48
1910,114.7,2.54,114.7,2.54
1916,115.07,2.82,115.07,2.82
1917,115.24,2.89,115.24,2.89
1921,115.44,3.3,115.44,3.3
1922,115.48,3.43,115.48,3.43
1924,115.45,3.67,115.45,3.67
16397,37.16,100.77,36.26,100.77
16398,36.26,100.39,36.26,100.39
16402,36.17,100.3,35.764,100.3
16403,35.64,100.62,35.64,100.62
16407,35.99,100.44,35.99,100.44
16408,36.26,100.32,36.26,100.32
16411,36.67,100.12,36.67,100.12
16412,36.91,100.06,36.91,100.06
16414,37.2,99.87,37.2,99.87
16415,37.47,99.75,37.47,99.75
16417,37.75,99.44,37.75,99.44
16418,37.86,99.25,37.86,99.25
16420,38.07,98.91,38.07,98.91
16421,38.1,98.73,38.1,98.73
16423,38.06,98.37,38.06,98.37
16424,38.08,98.23,38.08,98.23
16426,38.19,97.97,38.19,97.97
16427,38.37,97.79,38.37,97.79
16428,38.55,97.6,38.55,97.6
16429,38.78,97.42,38.78,97.42
16430,39.05,97.27,39.05,97.27
16431,39.33,97.13,39.33,97.13
16433,39.7,96.84,39.7,96.84
16434,39.94,96.79,39.94,96.79
16436,40.42,96.59,40.42,96.59
16437,40.65,96.48,40.65,96.48
